,id,entry name,protein_names,tissue_specificity
2265,Q8IXL6,FA20C_HUMAN,Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:15676076}.
2266,Q8IXM3,RM41_HUMAN,"Large ribosomal subunit protein mL41 (39S ribosomal protein L41, mitochondrial) (L41mt) (MRP-L41) (Bcl-2-interacting mitochondrial ribosomal protein L41) (Cell proliferation-inducing gene 3 protein) (MRP-L27 homolog)","TISSUE SPECIFICITY: Present in kidney, liver, thymus and testis, and at lower level in brain and spleen (at protein level). {ECO:0000269|PubMed:15547950}."
2267,Q8IXM6,NRM_HUMAN,Nurim (Nuclear envelope membrane protein) (Nuclear rim protein),
2268,Q8IXQ6,PARP9_HUMAN,Protein mono-ADP-ribosyltransferase PARP9 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 9) (ARTD9) (B aggressive lymphoma protein) (Poly [ADP-ribose] polymerase 9) (PARP-9),"TISSUE SPECIFICITY: Expressed in lymphocyte-rich tissues, spleen, lymph nodes, peripheral blood lymphocytes and colonic mucosa (PubMed:11110709, PubMed:16809771). Expressed in macrophages (PubMed:27796300). Also expressed in nonhematopoietic tissues such as heart and skeletal muscle (PubMed:11110709, PubMed:16809771). Isoform 2 is the predominant form (PubMed:11110709). Most abundantly expressed in lymphomas with a brisk host inflammatory response (PubMed:11110709, PubMed:16809771). In diffuse large B-cell lymphomas tumors, expressed specifically by malignant B-cells (PubMed:11110709, PubMed:16809771). {ECO:0000269|PubMed:11110709, ECO:0000269|PubMed:16809771, ECO:0000269|PubMed:27796300}."
2269,Q8IXW5,RPAP2_HUMAN,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2),
2270,Q8IY18,SMC5_HUMAN,Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (hSMC5),TISSUE SPECIFICITY: Widely expressed (PubMed:11408570). Strongly expressed in testis (PubMed:11408570). {ECO:0000269|PubMed:11408570}.
2271,Q8IY21,DDX60_HUMAN,Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60),"TISSUE SPECIFICITY: Brain, lymph node, prostate, stomach, thyroid, tongue, trachea, uterus, skeletal muscle, spleen, kidney, liver and small intestine. {ECO:0000269|PubMed:21791617}."
2272,Q8IY33,MILK2_HUMAN,MICAL-like protein 2 (Junctional Rab13-binding protein) (Molecule interacting with CasL-like 2) (MICAL-L2),
2273,Q8IY81,SPB1_HUMAN,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3),
2274,Q8IYB1,M21D2_HUMAN,Nucleotidyltransferase MB21D2 (EC 2.7.7.-) (Mab-21 domain-containing protein 2) (hMB21D2),
2275,Q8IYB4,PEX5R_HUMAN,PEX5-related protein (PEX2-related protein) (PEX5-like protein) (Peroxin-5-related protein) (Peroxisome biogenesis factor 5-like) (Tetratricopeptide repeat-containing Rab8b-interacting protein) (Pex5Rp) (TRIP8b),"TISSUE SPECIFICITY: Mainly expressed in brain. Also expressed in pancreas, testis and pituitary. {ECO:0000269|PubMed:11463335}."
2276,Q8IYB8,SUV3_HUMAN,"ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)",TISSUE SPECIFICITY: Broadly expressed. {ECO:0000269|PubMed:10453991}.
2277,Q8IYD1,ERF3B_HUMAN,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (EC 3.6.5.-) (G1 to S phase transition protein 2 homolog),TISSUE SPECIFICITY: Highly expressed in IUCC stage II colorectal cancer (CRC). {ECO:0000269|PubMed:16721809}.
2278,Q8IYH5,ZZZ3_HUMAN,ZZ-type zinc finger-containing protein 3,
2279,Q8IYI6,EXOC8_HUMAN,Exocyst complex component 8 (Exocyst complex 84 kDa subunit),
2280,Q8IYQ7,THNS1_HUMAN,Threonine synthase-like 1 (TSH1),
2281,Q8IYS1,P20D2_HUMAN,Xaa-Arg dipeptidase (EC 3.4.13.4) (Beta-Ala-Lys dipeptidase),
2282,Q8IYT3,CC170_HUMAN,Coiled-coil domain-containing protein 170,
2283,Q8IZ07,AN13A_HUMAN,Ankyrin repeat domain-containing protein 13A (Protein KE03),
2284,Q8IZ52,CHSS2_HUMAN,Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2),"TISSUE SPECIFICITY: Ubiquitous. Highly expressed in pancreas, ovary, brain, heart, skeletal muscle, colon, kidney, liver, stomach, spleen and placenta. {ECO:0000269|PubMed:12716890, ECO:0000269|PubMed:12761225}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in brain, spleen, ovary, testis, lung and peripheral mononuclear cells. {ECO:0000269|PubMed:22082830}.; TISSUE SPECIFICITY: [Isoform 3]: Also ubiquitous. {ECO:0000269|PubMed:22082830}."
2285,Q8IZ83,A16A1_HUMAN,Aldehyde dehydrogenase family 16 member A1,
2286,Q8IZQ1,WDFY3_HUMAN,WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy),TISSUE SPECIFICITY: Expressed in osteoclast and their mononuclear precursors (at protein level). {ECO:0000269|PubMed:20971078}.
2287,Q8N0W3,FCSK_HUMAN,L-fucose kinase (Fucokinase) (EC 2.7.1.52),TISSUE SPECIFICITY: Expressed in fibroblasts. {ECO:0000269|PubMed:30503518}.
2288,Q8N0X7,SPART_HUMAN,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1),"TISSUE SPECIFICITY: Ubiquitously expressed, with highest levels of expression detected in adipose tissue."
2289,Q8N0Y7,PGAM4_HUMAN,Probable phosphoglycerate mutase 4 (EC 5.4.2.11) (EC 5.4.2.4),
2290,Q8N0Z6,TTC5_HUMAN,Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap),
2291,Q8N108,MIER1_HUMAN,Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1) (hMi-er1),"TISSUE SPECIFICITY: Ubiquitously expressed, but at very low levels. However, consistent level of expression are observed in heart, testis, thyroid, ovary and adrenal gland. Transcripts are up-regulated in breast carcinoma cell lines and tumor. {ECO:0000269|PubMed:12242014, ECO:0000269|PubMed:9813250}."
2292,Q8N118,CP4X1_HUMAN,Cytochrome P450 4X1 (EC 1.14.14.-) (CYPIVX1),"TISSUE SPECIFICITY: Expressed in brain, heart, kidney and skin and, at lower levels, in skeletal muscle and liver (PubMed:16478468, PubMed:18549450). In the brain, high levels are detected in amygdala and lower levels in globus pallidus and cerebellum (PubMed:18549450). In the heart, very high levels in aorta, but very low levels in other heart regions (PubMed:16478468, PubMed:18549450). Also expressed in breast, prostate and colon (PubMed:18549450). {ECO:0000269|PubMed:16478468, ECO:0000269|PubMed:18549450}."
2293,Q8N137,CNTRB_HUMAN,Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8),"TISSUE SPECIFICITY: Widely expressed (at protein level). Highly expressed in testis. Also expressed in spleen, thymus, prostate, small intestine, colon and peripheral blood leukocytes. {ECO:0000269|PubMed:16275750}."
2294,Q8N139,ABCA6_HUMAN,ATP-binding cassette sub-family A member 6 (EC 7.6.2.-),"TISSUE SPECIFICITY: Widely expressed with higher expression in liver. {ECO:0000269|PubMed:11478798, ECO:0000269|Ref.2}."
2295,Q8N142,PURA1_HUMAN,"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (Adenylosuccinate synthetase-like 1) (AdSSL1) (IMP--aspartate ligase 1)","TISSUE SPECIFICITY: Predominantly expressed in skeletal muscle and heart, as well as in several hematopoietic cell lines and solid tumors. {ECO:0000269|PubMed:15786719}."
2296,Q8N1A0,KT222_HUMAN,Keratin-like protein KRT222 (Keratin-222) (Keratin-222 pseudogene),
2297,Q8N1F8,S11IP_HUMAN,Serine/threonine-protein kinase 11-interacting protein (LKB1-interacting protein 1),
2298,Q8N1G4,LRC47_HUMAN,Leucine-rich repeat-containing protein 47,
2299,Q8N1N4,K2C78_HUMAN,"Keratin, type II cytoskeletal 78 (Cytokeratin-78) (CK-78) (Keratin-5b) (Keratin-78) (K78) (Type-II keratin Kb40)","TISSUE SPECIFICITY: In non-keratinising esophageal and vaginal epithelium, strongly expressed in the basal and parabasal/lower suprabasal cell layers with considerably decreased expression in the mid/upper suprabasal layers (at protein level) (PubMed:26340985). A similar gradient from basal to lower suprabasal layers is seen in the partially keratinised dorsal tongue epithelium, in the scalp and in the plantar epidermis (at protein level) (PubMed:26340985). Extension of expression into the suprabasal compartments is distinctly more pronounced in non-keratinising epithelia than in keratinising epithelia and epidermis (at protein level) (PubMed:26340985). In scalp sections, present in the interfollicular epidermis and infundibulum including the entire outer root sheath of the hair follicles and also in the sebocytes (at protein level) (PubMed:26340985). In sweat glands, expressed in peripheral and luminal cells of the lower duct and in peripheral cells of the middle/upper duct with no expression observed in luminal cells (at protein level) (PubMed:26340985). In embryos at the 14th week of pregnancy, detected in basal and parabasal layers but is absent from the uppermost epidermal layer (at protein level) (PubMed:26340985). Expressed in tongue epithelium (PubMed:15737194). {ECO:0000269|PubMed:15737194, ECO:0000269|PubMed:26340985}."
2300,Q8N1Q1,CAH13_HUMAN,Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII),"TISSUE SPECIFICITY: Expressed in thymus, small intestine, spleen, prostate, ovary, colon and testis. {ECO:0000269|PubMed:14600151}."
2301,Q8N201,INT1_HUMAN,Integrator complex subunit 1 (Int1),
2302,Q8N2H3,PYRD2_HUMAN,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2 (EC 1.-.-.-),
2303,Q8N335,GPD1L_HUMAN,Glycerol-3-phosphate dehydrogenase 1-like protein (GPD1-L) (EC 1.1.1.8),"TISSUE SPECIFICITY: Most highly expressed in heart tissue, with lower levels in the skeletal muscle, kidney, lung and other organs. {ECO:0000269|PubMed:17967977}."
2304,Q8N357,S35F6_HUMAN,Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog),"TISSUE SPECIFICITY: Expressed in pancreatic ductal adenocarcinoma (PDAC) (at protein level). Strongly expressed in prostate and thyroid. Weakly expressed in lung, heart, liver and kidney. {ECO:0000269|PubMed:19154410}."
2305,Q8N392,RHG18_HUMAN,Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18),
2306,Q8N3C0,ASCC3_HUMAN,"Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)",TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12077347}.
2307,Q8N3D4,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1,
2308,Q8N3F0,MTURN_HUMAN,Maturin (Maturin neural progenitor differentiation regulator protein homolog) (Protein Ells1),
2309,Q8N3J6,CADM2_HUMAN,Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2),
2310,Q8N3K9,CMYA5_HUMAN,Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76),TISSUE SPECIFICITY: Expressed in skeletal muscle; at a strong level and in heart. {ECO:0000269|PubMed:11297942}.
2311,Q8N3L3,TXLNB_HUMAN,Beta-taxilin (Muscle-derived protein 77) (hMDP77),TISSUE SPECIFICITY: Expressed in skeletal muscle.
2312,Q8N3R9,PALS1_HUMAN,"Protein PALS1 (MAGUK p55 subfamily member 5) (Membrane protein, palmitoylated 5) (Protein associated with Lin-7 1)","TISSUE SPECIFICITY: Expressed at the outer limiting membrane in the retina (at protein level) (PubMed:15558731, PubMed:15914641, PubMed:16519681, PubMed:17584769). Expressed in T lymphocytes (at protein level) (PubMed:21479189). Expressed in the kidney (at protein level) (PubMed:17584769). {ECO:0000269|PubMed:15558731, ECO:0000269|PubMed:15914641, ECO:0000269|PubMed:16519681, ECO:0000269|PubMed:17584769, ECO:0000269|PubMed:21479189}."
2313,Q8N3U4,STAG2_HUMAN,Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2),
2314,Q8N3V7,SYNPO_HUMAN,Synaptopodin,TISSUE SPECIFICITY: Expressed in cerebral cortex. {ECO:0000269|PubMed:9314539}.
2315,Q8N3X1,FNBP4_HUMAN,Formin-binding protein 4 (Formin-binding protein 30),TISSUE SPECIFICITY: Highly expressed in the eye. {ECO:0000269|PubMed:23703728}.
2316,Q8N474,SFRP1_HUMAN,Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2),"TISSUE SPECIFICITY: Widely expressed. Absent from lung, liver and peripheral blood leukocytes. Highest levels in heart and fetal kidney. Also expressed in testis, ovary, fetal brain and lung, leiomyomal cells, myometrial cells and vascular smooth muscle cells. Expressed in foreskin fibroblasts and in keratinocytes. {ECO:0000269|PubMed:9391078}."
2317,Q8N488,RYBP_HUMAN,RING1 and YY1-binding protein (Apoptin-associating protein 1) (APAP-1) (Death effector domain-associated factor) (DED-associated factor) (YY1 and E4TF1-associated factor 1),"TISSUE SPECIFICITY: Down-regulated in breast cancer tissues and in several breast cancer cell lines (at protein level) (PubMed:27748911). Widely expressed with highest levels in lymphoid tissues and placenta. {ECO:0000269|PubMed:11395500, ECO:0000269|PubMed:11953439, ECO:0000269|PubMed:14765135, ECO:0000269|PubMed:27748911}."
2318,Q8N4Q0,PTGR3_HUMAN,Prostaglandin reductase 3 (PRG-3) (EC 1.3.1.48) (Zinc-binding alcohol dehydrogenase domain-containing protein 2),
2319,Q8N4Q1,MIA40_HUMAN,Mitochondrial intermembrane space import and assembly protein 40 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 4),"TISSUE SPECIFICITY: Expressed in all tissues tested, suggesting an ubiquitous expression. {ECO:0000269|PubMed:16185709}."
2320,Q8N4T8,CBR4_HUMAN,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (Carbonyl reductase family member 4) (CBR4) (Quinone reductase CBR4) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 45C member 1),"TISSUE SPECIFICITY: Detected in liver and kidney (at protein level) (PubMed:19000905). Displays the highest expression in neuronal and muscle tissues (PubMed:25203508). {ECO:0000269|PubMed:19000905, ECO:0000303|PubMed:25203508}."
2321,Q8N4X5,AF1L2_HUMAN,Actin filament-associated protein 1-like 2 (AFAP1-like protein 2),"TISSUE SPECIFICITY: Detected in spleen and thyroid, and at lower levels in kidney, brain, lung and pancreas. {ECO:0000269|PubMed:17412687}."
2322,Q8N573,OXR1_HUMAN,Oxidation resistance protein 1,
2323,Q8N584,TT39C_HUMAN,Tetratricopeptide repeat protein 39C (TPR repeat protein 39C),
2324,Q8N5C1,CAHM5_HUMAN,Calcium homeostasis modulator protein 5 (Protein FAM26E),
2325,Q8N5C6,SRBD1_HUMAN,S1 RNA-binding domain-containing protein 1,
2326,Q8N5C8,TAB3_HUMAN,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3),TISSUE SPECIFICITY: Widely expressed. Constitutively overexpressed in certain tumor tissues. {ECO:0000269|PubMed:14670075}.; TISSUE SPECIFICITY: [Isoform 1]: Major transcript. {ECO:0000269|PubMed:14766965}.; TISSUE SPECIFICITY: [Isoform 2]: Minor transcript. {ECO:0000269|PubMed:14766965}.
2327,Q8N5J2,MINY1_HUMAN,Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A),
2328,Q8N5N7,RM50_HUMAN,"Large ribosomal subunit protein mL50 (39S ribosomal protein L50, mitochondrial) (L50mt) (MRP-L50)",
2329,Q8N5V2,NGEF_HUMAN,Ephexin-1 (Eph-interacting exchange protein) (Neuronal guanine nucleotide exchange factor),TISSUE SPECIFICITY: Highly expressed in brain specifically in caudate nucleus and to a lower extent in amygdala and hippocampus. Also detected in lung. {ECO:0000269|PubMed:10777665}.
2330,Q8N612,FHI1B_HUMAN,FHF complex subunit HOOK-interacting protein 1B (FHIP1B) (FTS- and Hook-interacting protein) (FHIP),
2331,Q8N668,COMD1_HUMAN,COMM domain-containing protein 1 (Protein Murr1),"TISSUE SPECIFICITY: Ubiquitous. Highest expression in the liver, with lower expression in brain, lung, placenta, pancreas, small intestine, heart, skeletal muscle, kidney and placenta. Down-regulated in cancer tissues. {ECO:0000269|PubMed:11809725, ECO:0000269|PubMed:15799966, ECO:0000269|PubMed:16573520, ECO:0000269|PubMed:20458141}."
2332,Q8N6G5,CGAT2_HUMAN,"Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (EC 2.4.1.174) (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2) (Beta4GalNAcT-2) (GalNAcT-2)","TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:12433924, ECO:0000269|PubMed:12446672}."
2333,Q8N6G6,ATL1_HUMAN,ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1),TISSUE SPECIFICITY: Expressed primarily in adult skeletal muscle. {ECO:0000269|PubMed:11805097}.
2334,Q8N6R0,EFNMT_HUMAN,eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)],
2335,Q8N6S5,AR6P6_HUMAN,ADP-ribosylation factor-like protein 6-interacting protein 6 (ARL-6-interacting protein 6) (Aip-6) (Phosphonoformate immuno-associated protein 1),
2336,Q8N6Y2,LRC17_HUMAN,Leucine-rich repeat-containing protein 17 (p37NB),"TISSUE SPECIFICITY: Expressed in osteoblast cell lines. Well expressed in ovary, heart, pancreas, skeletal muscle, lung, and fetal kidney and lung and only at the basal levels in the other tissues examined including adult kidney. More expressed in S-type neuroblastoma cells than in N-type neuroblastoma cells. {ECO:0000269|PubMed:19336404, ECO:0000269|PubMed:8982252}."
2337,Q8N766,EMC1_HUMAN,ER membrane protein complex subunit 1,
2338,Q8N7J2,AMER2_HUMAN,APC membrane recruitment protein 2 (Amer2) (Protein FAM123A),
2339,Q8N8E2,ZN513_HUMAN,Zinc finger protein 513,"TISSUE SPECIFICITY: In the retina, expressed in the outer and inner nuclear layers, and the ganglion cell layer. {ECO:0000269|PubMed:20797688}."
2340,Q8N8V4,ANS4B_HUMAN,Ankyrin repeat and SAM domain-containing protein 4B (Harmonin-interacting ankyrin repeat-containing protein) (Harp),TISSUE SPECIFICITY: Expressed in kidney and small intestine. {ECO:0000269|PubMed:12588794}.
2341,Q8N8Y2,VA0D2_HUMAN,V-type proton ATPase subunit d 2 (V-ATPase subunit d 2) (Vacuolar proton pump subunit d 2),"TISSUE SPECIFICITY: Kidney, osteoclast and lung. {ECO:0000269|PubMed:12384298}."
2342,Q8N9M5,TM102_HUMAN,Transmembrane protein 102 (Common beta-chain associated protein) (CBAP),
2343,Q8N9N7,LRC57_HUMAN,Leucine-rich repeat-containing protein 57,
